source,category,model,storage_gb,battery_health_pct,cosmetic_grade,carrier_locked,observed_price_usd,observed_at,external_id,title
ebay_sold,smartphones,iphone_13_pro,128,,B,false,198.48,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_11,"Apple iPhone 12 Pro Max 128GB Unlocked"
ebay_sold,smartphones,iphone_13_pro,512,,B,false,601.77,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_12,"애플 아이폰 13 프로 맥스 128/256/512GB 공기계 스마트폰 - 상태 훌륭함"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,316.11,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_13,"Apple iPhone 13 Pro 128GB Unlocked - Very Good"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,162.41,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_14,"Apple iPhone 12 | 12 Pro | 12 Pro Max | 12 mini - Unlocked AT&T T-Mobile Verizon"
ebay_sold,smartphones,iphone_13_pro,128,,A,false,344.09,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_15,"Apple iPhone 13 Pro 128GB - Fully Unlocked  - EXCELLENT Condition"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,342.02,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_16,"Apple iPhone 13 Pro 128GB Unlocked Very Good Condition - All Colors"
ebay_sold,smartphones,iphone_13_pro,128,,C,false,373.12,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_17,"Apple iPhone 13 Pro Max 128GB - Blue - Factory Unlocked - Fair Condition"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,418.55,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_18,"Apple iPhone 13 Pro Max - 128GB - Sierra Blue (Unlocked) Very Good Condition"
ebay_sold,smartphones,iphone_13_pro,128,,A,false,422.86,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_19,"Apple iPhone 13 Pro Max 128GB - Fully Unlocked - EXCELLENT Condition"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,316.12,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_20,"Apple iPhone 13 Pro Max - 128GB - Unlocked (Read Description)"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,285.02,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_21,"Apple iPhone 13 Pro - 128GB - Unlocked (Read Description)"
ebay_sold,smartphones,iphone_13_pro,128,80,B,false,384.95,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_22,"Apple iPhone 13 Pro 128GB Blue Unlocked Battery 80% iOS18 - Very Good"
ebay_sold,smartphones,iphone_13_pro,128,81,B,false,314.96,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_23,"Apple iPhone 13 Pro 128GB Black Unlocked IOS26 Battery 81% Grade Very Good"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,449.81,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_24,"Apple iPhone 13 Pro Max A2484 5G 128GB Unlocked All Carriers 1 Year Warranty"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,610.42,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_25,"애플 아이폰 13 프로 맥스 128GB 256GB 512GB (공기계) ✅1년 보증✅ 밀봉"
ebay_sold,smartphones,iphone_13_pro,128,,A,false,249.27,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_26,"iPhone 12 Pro Max 128GB Unlocked  FLAWLESS pacific blue - WITH EXTRAS"
ebay_sold,smartphones,iphone_13_pro,1024,,A,false,502.67,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_27,"Apple iPhone 13 Pro Max, 128/256/512GB/ 1TB, Unlocked -  Refurbished Excellent"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,363.94,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_28,"Apple iPhone 13 Pro All Colours & Storage 6.1"" (Unlocked) Smartphone  iOS - GOOD"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,310.88,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_29,"Apple iPhone 12 Pro Max Super Retina XDR display  6.7‑inch (diagonal) OLED"
ebay_sold,smartphones,iphone_13_pro,128,,C,false,324.76,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_30,"iPhone 13 Pro Max blue excellent Condition except cracked screen 128GB working."
ebay_sold,smartphones,iphone_13_pro,128,,A,false,332.69,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_31,"Apple iPhone 12 Pro Max  128GB Fully Unlocked - EXCELLENT Condition"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,302.18,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_32,"Apple iPhone 13 Pro Max 128GB Gold Unlocked - Nearly perfect condition"
ebay_sold,smartphones,iphone_13_pro,128,,A,false,336.31,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_33,"Apple  iPhone 12 Pro Max 5G 128GB Factory Unlocked CDMA + GSM - EXCELLENT"
ebay_sold,smartphones,iphone_13_pro,128,,A,false,403.68,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_34,"Apple  iPhone 13 Pro Max 5G 128GB Factory Unlocked CDMA + GSM - EXCELLENT"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,409.34,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_35,"Apple iPhone 13 Pro Max A15 Bionic chip Pro 12MP camera system: Telephoto, Wide"
ebay_sold,smartphones,iphone_13_pro,64,,B,false,342.96,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_36,"Apple iPhone 13 Pro 2021, 64GB 128GB 256GB Unlocked Mobile Refurbished, Good"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,435.3,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_37,"Apple iPhone 13 Pro Max 128GB Unlocked Very Good Condition - All Colors"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,391.95,2026-04-09T12:00:00.000Z,ebay_iphone_13_pro_38,"Apple iPhone 13 Pro Max 256 GB - Graphite  - Still in great condition"
ebay_sold,smartphones,iphone_13_pro,128,,A,false,345.13,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_39,"Apple iPhone 13 Pro 128GB Unlocked - Excellent"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,621.52,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_40,"Apple iPhone 15 Pro - All Sizes - Unlocked - All Colors  Good Condition"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,211.95,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_41,"Apple iPhone 12 Pro Max 128GB MG9P3LL/A Unlocked - Graphite"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,321.3,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_42,"Apple iPhone 13 Pro Max 128GB MLKP3LL/A Unlocked - Sierra Blue"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,248.75,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_43,"iphone 13 pro max, 128gb Graphite"
ebay_sold,smartphones,iphone_13_pro,128,,A,false,414.57,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_44,"Apple iPhone 13 Pro Max - (Excellent Cond) - (Unlocked, AT&T, Verizon, T-Mobile)"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,398,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_45,"Apple iPhone 13 Pro Max 128GB Unlocked 6.7"" - (Silver) A2484 w/1 Year Warranty"
ebay_sold,smartphones,iphone_13_pro,1024,,B,false,320.26,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_46,"Apple iPhone 13 Pro - 128GB 256GB 512GB 1TB - All Colors - Good Condition"
ebay_sold,smartphones,iphone_13_pro,128,,C,false,558.53,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_47,"Apple iPhone 15 Pro - All Sizes - Unlocked - All Colours- Fair"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,310.88,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_48,"Apple iPhone 13 Pro 128GB A2483 MLR23LL/A Unlocked Clean ESN Used Good (ME)"
ebay_sold,smartphones,iphone_13_pro,128,,A,false,415.09,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_49,"Apple iPhone 13 Pro Max 128GB 256GB Verizon AT&T T-Mobile Unlocked (Excellent)"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,244.08,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_50,"Apple iPhone 13 Pro - 128GB - Unlocked (Read Description)"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,166.35,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_51,"Apple iPhone 13 Pro - 128GB - Unlocked (Read Description)"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,225.43,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_52,"Apple iPhone 12 Pro Max - 128GB - Unlocked (Read Description)"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,336.85,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_53,"Apple iPhone 13 Pro Max - 128GB - Unlocked (Read Description)"
ebay_sold,smartphones,iphone_13_pro,128,,A,false,454.94,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_54,"Apple iPhone 13 Pro Max 128GB Unlocked Sierra Blue - Used Excellent/ Mint Cond"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,404.2,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_55,"Apple iPhone 13 Pro Max 128GB - Fully Unlocked - VERY GOOD Condition"
ebay_sold,smartphones,iphone_13_pro,128,79,B,false,232.37,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_56,"Apple iPhone 13 Pro Max | 128GB | Graphite | Unlocked | 79% BH | Camera Damage"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,314.04,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_57,"Apple iPhone 13 Pro Max (Great Condition) -unlocked Tmobile"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,239.81,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_58,"Apple iPhone 13 Pro - 128GB - Unlocked (Read Description)"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,340.98,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_59,"Apple iPhone 12 Pro Max Unlocked (Any Carrier) SmartPhone 128GB 256GB 512GB"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,391.77,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_60,"Apple iPhone 13 Pro Max A2484 Unlocked 128GB Alpine Green Good"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,305.75,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_61,"Apple iPhone 13 Pro Max 256GB Unlocked"
ebay_sold,smartphones,iphone_13_pro,512,,B,false,316.11,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_62,"Apple iPhone 12 Pro Max, 128/256/512GB - Unlocked - Refurbished B Grade"
ebay_sold,smartphones,iphone_13_pro,512,,A,false,352.38,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_63,"Apple iPhone 12 Pro Max, 128/256/512GB - Unlocked - Refurbished Excellent"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,414.57,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_64,"Apple iPhone 13 Pro Max (Great Condition) - (Unlocked, AT&T, T-Mobile, Verizon)"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,384.95,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_65,"Apple iPhone 13 Pro - 256GB - Sierra Blue (Unlocked) - Very Good Condition"
ebay_sold,smartphones,iphone_13_pro,256,,A,false,370,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_66,"Apple iPhone 13 Pro 256GB Unlocked - Excellent"
ebay_sold,smartphones,iphone_13_pro,512,,B,false,601.77,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_67,"애플 아이폰 13 프로 맥스 128/256/512GB 공기계 스마트폰 - 상태 훌륭함"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,162.41,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_68,"Apple iPhone 12 | 12 Pro | 12 Pro Max | 12 mini - Unlocked AT&T T-Mobile Verizon"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,346.16,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_69,"Apple iPhone 13 Pro 256GB Unlocked - Very Good"
ebay_sold,smartphones,iphone_13_pro,256,,A,false,494.38,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_70,"Apple iPhone 13 Pro Max A2484 256GB Unlocked Excellent Refurbished"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,444.63,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_71,"Apple iPhone 13 Pro Max 256GB Unlocked - Very Good"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,383.48,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_72,"Apple iPhone 13 Pro 256GB - Fully Unlocked - VERY GOOD Condition"
ebay_sold,smartphones,iphone_13_pro,256,90,B,false,902.89,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_73,"애플 아이폰 16 프로 맥스 모든 사이즈 공기계 모든 색상 스마트폰-BH 90%+ -양호"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,357.57,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_74,"Apple iPhone 13 Pro Max - 256GB - Unlocked (Read Description)"
ebay_sold,smartphones,iphone_13_pro,256,90,B,false,1028.87,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_75,"애플 아이폰 16 프로 맥스 - 모든 사이즈 - 모든 색상 -언락 -BH 90%+ -상태 매우 좋음"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,321.29,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_76,"Apple iPhone 12 Pro Max 256GB Unlocked Good Condition - All Colors"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,610.42,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_77,"애플 아이폰 13 프로 맥스 128GB 256GB 512GB (공기계) ✅1년 보증✅ 밀봉"
ebay_sold,smartphones,iphone_13_pro,256,87,A,false,608.41,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_78,"Apple iPhone 15 Pro 256GB Unlocked 87% Battery Health - mint condition "
ebay_sold,smartphones,iphone_13_pro,256,,B,false,433.18,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_79,"Apple iPhone 13 Pro Max 256GB Unlocked AT&T T-Mobile Verizon Very Good Condition"
ebay_sold,smartphones,iphone_13_pro,1024,,A,false,502.67,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_80,"Apple iPhone 13 Pro Max, 128/256/512GB/ 1TB, Unlocked -  Refurbished Excellent"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,328.96,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_81,"Apple iPhone 13 Pro Sierra Blue 256GB Unlocked Good Condition"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,310.88,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_82,"Apple iPhone 12 Pro Max Super Retina XDR display  6.7‑inch (diagonal) OLED"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,349.96,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_83,"Apple iPhone 13 Pro Max 256GB Alpine Green (Unlocked)"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,409.34,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_84,"Apple iPhone 13 Pro Max A15 Bionic chip Pro 12MP camera system: Telephoto, Wide"
ebay_sold,smartphones,iphone_13_pro,64,,B,false,342.96,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_85,"Apple iPhone 13 Pro 2021, 64GB 128GB 256GB Unlocked Mobile Refurbished, Good"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,391.95,2026-04-09T12:00:00.000Z,ebay_iphone_13_pro_86,"Apple iPhone 13 Pro Max 256 GB - Graphite  - Still in great condition"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,621.52,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_87,"애플 아이폰 15 프로 - 모든 사이즈 - 언락 - 모든 색상 상태 좋음"
ebay_sold,smartphones,iphone_13_pro,256,,A,false,471.53,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_88,"Apple iPhone 13 Pro Max 256GB Unlocked - Excellent"
ebay_sold,smartphones,iphone_13_pro,256,,A,false,414.57,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_89,"Apple iPhone 13 Pro Max - (Excellent Cond) - (Unlocked, AT&T, Verizon, T-Mobile)"
ebay_sold,smartphones,iphone_13_pro,1024,,B,false,320.26,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_90,"Apple iPhone 13 Pro - 128GB 256GB 512GB 1TB - All Colors - Good Condition"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,614.52,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_91,"애플 아이폰 15 프로 - 모든 사이즈 - 공기계 - 모든 색상 - 상태 양호"
ebay_sold,smartphones,iphone_13_pro,128,,A,false,415.09,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_92,"Apple iPhone 13 Pro Max 128GB 256GB Verizon AT&T T-Mobile Unlocked (Excellent)"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,176.71,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_93,"Apple iPhone 13 Pro - 256GB - Unlocked (Read Description)"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,275.7,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_94,"Apple iPhone 13 Pro Max - 256GB - Unlocked (Read Description)"
ebay_sold,smartphones,iphone_13_pro,256,,A,false,497.48,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_95,"Apple iPhone 13 Pro Max 256GB Unlocked Excellent Condition - All Colors"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,362.75,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_96,"Apple iPhone 12 Pro Max 256GB Unlocked Very Good Condition - All Colors"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,331.65,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_97,"Apple iPhone 13 Pro 256GB Unlocked - Good"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,340.98,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_98,"Apple iPhone 12 Pro Max Unlocked (Any Carrier) SmartPhone 128GB 256GB 512GB"
ebay_sold,smartphones,iphone_13_pro,1024,,A,false,494.33,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_99,"Apple iPhone 13 PRO 128GB 256GB 512GB 1TB (UNLOCKED) ✅1 YR WARANTY✅⚫🔴🔵✤SEALED✤"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,373.11,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_100,"Apple iPhone 13 Pro 256GB Unlocked Very Good Condition - All Colors"
ebay_sold,smartphones,iphone_13_pro,1024,,B,false,357.71,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_101,"Apple iPhone 13 Pro 128GB 256GB 1TB Unlocked Variants - UK Model - VERY GOOD"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,978.48,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_102,"(새 제품) 애플 아이폰 16 프로 맥스 -256GB-5G-블랙 티타늄-공기계-거의 새것-보증"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,342.02,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_103,"Apple iPhone 13 Pro 256GB Unlocked Good Condition - All Colors"
ebay_sold,smartphones,iphone_13_pro,256,,A,false,397.94,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_104,"Apple iPhone 13 Pro 256GB Unlocked - Excellent"
ebay_sold,smartphones,iphone_13_pro,128,,B,false,434.27,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_105,"Apple iPhone 13 Pro Max - 128GB 256GB 512GB - All Colors - Very Good Condition"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,342.02,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_106,"Apple iPhone 12 Pro Max (Great Condition) - (Unlocked, Verizon, AT&T, T-Mobile)"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,185.01,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_107,"Apple iPhone 12 Pro Max - 256GB - Unlocked (Read Description)"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,378.3,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_108,"Apple iPhone 13 Pro Max - 256GB - Unlocked (Read Description)"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,327.52,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_109,"Apple iPhone 13 Pro - 256GB - Unlocked (Read Description)"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,251.86,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_110,"Apple iPhone 13 Pro - 256GB - Unlocked (Read Description)"
ebay_sold,smartphones,iphone_13_pro,1024,,A,false,430.12,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_111,"Apple iPhone 13 Pro, 128-256-512GB-1TB Unlocked- Refurbished Excellent"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,452.92,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_112,"Apple iPhone 13 Pro Max 256GB - Fully Unlocked - VERY GOOD Condition"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,230.61,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_113,"Apple iPhone 13 Pro Max 256GB Unlocked - Screen Glitches"
ebay_sold,smartphones,iphone_13_pro,256,90,B,false,936.48,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_114,"애플 아이폰 16 프로 맥스 모든 사이즈 공기계 모든 색상 - BH 90%+ - 상태 좋음"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,435.31,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_115,"iPhone 13 Pro Max 256GB, iOS 15.4.1 (Dopamine/TrollStore)"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,965.87,2026-04-12T12:00:00.000Z,ebay_iphone_13_pro_116,"애플 아이폰 16 프로 맥스 블랙 256GB 공기계 스마트폰 - 상태 아주"
ebay_sold,smartphones,iphone_13_pro,256,,A,false,404.2,2026-04-11T12:00:00.000Z,ebay_iphone_13_pro_117,"Apple iPhone 13 Pro (Excellent Condition) - (Unlocked, AT&T, Verizon, T-Mobile)"
ebay_sold,smartphones,iphone_13_pro,256,,B,false,783.89,2025-10-11T12:00:00.000Z,ebay_iphone_13_pro_118,"Apple iPhone 15 Pro (256GB) - Black Titanium - Good Condition"
ebay_sold,smartphones,iphone_13_pro,256,,A,false,372.58,2026-04-11T12:00:00.000Z,ebay_iphone_13_pro_119,"Apple iPhone 13 Pro - 5G - 256GB Factory Unlocked GSM + CDMA - EXCELLENT"
ebay_sold,smartphones,iphone_13_pro,256,,A,false,473.65,2026-04-11T12:00:00.000Z,ebay_iphone_13_pro_120,"Apple iPhone 13 Pro Max 256GB Unlocked - Excellent"
ebay_sold,smartphones,iphone_13_pro_max,256,,B,false,305.75,2026-04-13T12:00:00.000Z,ebay_iphone_13_pro_max_121,"Apple iPhone 13 Pro Max 256GB Unlocked"
ebay_sold,smartphones,iphone_13_pro_max,128,,B,false,264.29,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_max_122,"Apple iPhone 12 Pro Max - 128 GB - Pacific Blue (Unlocked)"
ebay_sold,smartphones,iphone_13_pro_max,128,,B,false,221.28,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_max_123,"Apple iPhone 12 Pro Max - 128GB - Unlocked (Read Description)"
ebay_sold,smartphones,iphone_13_pro_max,128,,B,false,320.25,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_max_124,"Apple iPhone 12 Pro Max 128GB - Fully Unlocked - VERY GOOD Condition"
ebay_sold,smartphones,iphone_13_pro_max,128,,B,false,380.37,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_max_125,"Apple iPhone 13 Pro Max 128GB Unlocked - Very Good"
ebay_sold,smartphones,iphone_13_pro_max,128,,B,false,366.89,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_max_126,"Apple iPhone 13 Pro Max 128GB Unlocked - Good"
ebay_sold,smartphones,iphone_13_pro_max,512,,B,false,316.11,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_max_127,"Apple iPhone 12 Pro Max, 128/256/512GB - Unlocked - Refurbished B Grade"
ebay_sold,smartphones,iphone_13_pro_max,512,,A,false,352.38,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_max_128,"Apple iPhone 12 Pro Max, 128/256/512GB - Unlocked - Refurbished Excellent"
ebay_sold,smartphones,iphone_13_pro_max,,,B,false,147.64,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_max_129,"Apple iPhone 12 | 12 Pro | 12 Pro Max | 12 mini - Unlocked AT&T T-Mobile Verizon"
ebay_sold,smartphones,iphone_13_pro_max,,,B,false,414.57,2026-04-14T12:00:00.000Z,ebay_iphone_13_pro_max_130,"Apple iPhone 13 Pro Max (Great Condition) - (Unlocked, AT&T, T-Mobile, Verizon)"
